"12/20/2023","1980","1.8999999999999773"
"12/27/2023","2758","1.700000000000017"
"12/30/2023","3037","0.5"
"1/1/2024","1946","-0.8000000000000114"
"1/3/2024","2168","1.5"
"1/5/2024","1755","-4.599999999999994"
"1/8/2024","1765","2.5"
"1/10/2024","1601","-2.1999999999999886"
"1/12/2024","1971","0.19999999999998863"
"1/15/2024","1919","3.0"
"1/17/2024","1713","-4.300000000000011"
"1/19/2024","1653","0.700000000000017"
"1/22/2024","2210","0.5999999999999943"
"1/24/2024","1656","-1.9000000000000057"
"1/26/2024","1705","1.0999999999999943"
"1/29/2024","2718","2.1000000000000227"
"1/31/2024","1771","-2.700000000000017"
"2/2/2024","1358","0.4000000000000057"
"2/5/2024","2369","3.4000000000000057"
"2/7/2024","1231","-4.400000000000006"
"2/9/2024","1680","2.0"
"2/12/2024","1960","-1.0"
